"","Date","WeekDay","Hour","PatientVolume"
"15456","10/6/2010","Wed",23,56
"15457","10/7/2010","Thu",0,52
"15458","10/7/2010","Thu",1,52
"15459","10/7/2010","Thu",2,58
"15460","10/7/2010","Thu",3,63
"15461","10/7/2010","Thu",4,59
"15462","10/7/2010","Thu",5,63
"15463","10/7/2010","Thu",6,66
"15464","10/7/2010","Thu",7,71
"15465","10/7/2010","Thu",8,75
"15466","10/7/2010","Thu",9,80
"15467","10/7/2010","Thu",10,82
"15468","10/7/2010","Thu",11,88
"15469","10/7/2010","Thu",12,83
"15470","10/7/2010","Thu",13,81
"15471","10/7/2010","Thu",14,82
"15472","10/7/2010","Thu",15,80
"15473","10/7/2010","Thu",16,76
"15474","10/7/2010","Thu",17,76
"15475","10/7/2010","Thu",18,79
"15476","10/7/2010","Thu",19,74
"15477","10/7/2010","Thu",20,67
"15478","10/7/2010","Thu",21,63
"15479","10/7/2010","Thu",22,62
"15480","10/7/2010","Thu",23,55
"15481","10/8/2010","Fri",0,53
"15482","10/8/2010","Fri",1,53
"15483","10/8/2010","Fri",2,59
"15484","10/8/2010","Fri",3,55
"15485","10/8/2010","Fri",4,57
"15486","10/8/2010","Fri",5,57
"15487","10/8/2010","Fri",6,57
"15488","10/8/2010","Fri",7,66
"15489","10/8/2010","Fri",8,67
"15490","10/8/2010","Fri",9,77
"15491","10/8/2010","Fri",10,78
"15492","10/8/2010","Fri",11,82
"15493","10/8/2010","Fri",12,78
"15494","10/8/2010","Fri",13,74
"15495","10/8/2010","Fri",14,63
"15496","10/8/2010","Fri",15,72
"15497","10/8/2010","Fri",16,64
"15498","10/8/2010","Fri",17,63
"15499","10/8/2010","Fri",18,69
"15500","10/8/2010","Fri",19,71
"15501","10/8/2010","Fri",20,69
"15502","10/8/2010","Fri",21,64
"15503","10/8/2010","Fri",22,61
"15504","10/8/2010","Fri",23,63
"15505","10/9/2010","Sat",0,55
"15506","10/9/2010","Sat",1,50
"15507","10/9/2010","Sat",2,50
"15508","10/9/2010","Sat",3,55
"15509","10/9/2010","Sat",4,60
"15510","10/9/2010","Sat",5,58
"15511","10/9/2010","Sat",6,58
"15512","10/9/2010","Sat",7,67
"15513","10/9/2010","Sat",8,66
"15514","10/9/2010","Sat",9,66
"15515","10/9/2010","Sat",10,79
"15516","10/9/2010","Sat",11,80
"15517","10/9/2010","Sat",12,77
"15518","10/9/2010","Sat",13,75
"15519","10/9/2010","Sat",14,71
"15520","10/9/2010","Sat",15,77
"15521","10/9/2010","Sat",16,64
"15522","10/9/2010","Sat",17,63
"15523","10/9/2010","Sat",18,64
"15524","10/9/2010","Sat",19,61
"15525","10/9/2010","Sat",20,52
"15526","10/9/2010","Sat",21,52
"15527","10/9/2010","Sat",22,52
"15528","10/9/2010","Sat",23,48
"15529","10/10/2010","Sun",0,53
"15530","10/10/2010","Sun",1,54
"15531","10/10/2010","Sun",2,51
"15532","10/10/2010","Sun",3,54
"15533","10/10/2010","Sun",4,57
"15534","10/10/2010","Sun",5,55
"15535","10/10/2010","Sun",6,63
"15536","10/10/2010","Sun",7,67
"15537","10/10/2010","Sun",8,74
"15538","10/10/2010","Sun",9,72
"15539","10/10/2010","Sun",10,74
"15540","10/10/2010","Sun",11,77
"15541","10/10/2010","Sun",12,73
"15542","10/10/2010","Sun",13,70
"15543","10/10/2010","Sun",14,70
"15544","10/10/2010","Sun",15,74
"15545","10/10/2010","Sun",16,64
"15546","10/10/2010","Sun",17,65
"15547","10/10/2010","Sun",18,65
"15548","10/10/2010","Sun",19,67
"15549","10/10/2010","Sun",20,60
"15550","10/10/2010","Sun",21,54
"15551","10/10/2010","Sun",22,53
"15552","10/10/2010","Sun",23,51
"15553","10/11/2010","Mon",0,57
"15554","10/11/2010","Mon",1,62
"15555","10/11/2010","Mon",2,63
"15556","10/11/2010","Mon",3,68
"15557","10/11/2010","Mon",4,64
"15558","10/11/2010","Mon",5,72
"15559","10/11/2010","Mon",6,75
"15560","10/11/2010","Mon",7,74
"15561","10/11/2010","Mon",8,80
"15562","10/11/2010","Mon",9,80
"15563","10/11/2010","Mon",10,86
"15564","10/11/2010","Mon",11,96
"15565","10/11/2010","Mon",12,86
"15566","10/11/2010","Mon",13,82
"15567","10/11/2010","Mon",14,83
"15568","10/11/2010","Mon",15,86
"15569","10/11/2010","Mon",16,76
"15570","10/11/2010","Mon",17,70
"15571","10/11/2010","Mon",18,82
"15572","10/11/2010","Mon",19,82
"15573","10/11/2010","Mon",20,81
"15574","10/11/2010","Mon",21,72
"15575","10/11/2010","Mon",22,69
"15576","10/11/2010","Mon",23,65
"15577","10/12/2010","Tue",0,65
"15578","10/12/2010","Tue",1,67
"15579","10/12/2010","Tue",2,68
"15580","10/12/2010","Tue",3,71
"15581","10/12/2010","Tue",4,66
"15582","10/12/2010","Tue",5,67
"15583","10/12/2010","Tue",6,72
"15584","10/12/2010","Tue",7,73
"15585","10/12/2010","Tue",8,79
"15586","10/12/2010","Tue",9,76
"15587","10/12/2010","Tue",10,77
"15588","10/12/2010","Tue",11,83
"15589","10/12/2010","Tue",12,81
"15590","10/12/2010","Tue",13,78
"15591","10/12/2010","Tue",14,79
"15592","10/12/2010","Tue",15,81
"15593","10/12/2010","Tue",16,78
"15594","10/12/2010","Tue",17,76
"15595","10/12/2010","Tue",18,83
"15596","10/12/2010","Tue",19,82
"15597","10/12/2010","Tue",20,84
"15598","10/12/2010","Tue",21,75
"15599","10/12/2010","Tue",22,74
"15600","10/12/2010","Tue",23,68
"15601","10/13/2010","Wed",0,58
"15602","10/13/2010","Wed",1,63
"15603","10/13/2010","Wed",2,60
"15604","10/13/2010","Wed",3,56
"15605","10/13/2010","Wed",4,60
"15606","10/13/2010","Wed",5,61
"15607","10/13/2010","Wed",6,64
"15608","10/13/2010","Wed",7,65
"15609","10/13/2010","Wed",8,60
"15610","10/13/2010","Wed",9,64
"15611","10/13/2010","Wed",10,72
"15612","10/13/2010","Wed",11,80
"15613","10/13/2010","Wed",12,73
"15614","10/13/2010","Wed",13,64
"15615","10/13/2010","Wed",14,60
"15616","10/13/2010","Wed",15,64
"15617","10/13/2010","Wed",16,60
"15618","10/13/2010","Wed",17,61
"15619","10/13/2010","Wed",18,69
"15620","10/13/2010","Wed",19,71
"15621","10/13/2010","Wed",20,74
"15622","10/13/2010","Wed",21,62
"15623","10/13/2010","Wed",22,66
"15624","10/13/2010","Wed",23,69
"15625","10/14/2010","Thu",0,65
"15626","10/14/2010","Thu",1,67
"15627","10/14/2010","Thu",2,71
"15628","10/14/2010","Thu",3,69
"15629","10/14/2010","Thu",4,68
"15630","10/14/2010","Thu",5,71
"15631","10/14/2010","Thu",6,68
"15632","10/14/2010","Thu",7,72
"15633","10/14/2010","Thu",8,76
"15634","10/14/2010","Thu",9,76
"15635","10/14/2010","Thu",10,79
"15636","10/14/2010","Thu",11,85
"15637","10/14/2010","Thu",12,83
"15638","10/14/2010","Thu",13,73
"15639","10/14/2010","Thu",14,73
"15640","10/14/2010","Thu",15,75
"15641","10/14/2010","Thu",16,71
"15642","10/14/2010","Thu",17,75
"15643","10/14/2010","Thu",18,74
"15644","10/14/2010","Thu",19,74
"15645","10/14/2010","Thu",20,74
"15646","10/14/2010","Thu",21,64
"15647","10/14/2010","Thu",22,67
"15648","10/14/2010","Thu",23,68
"15649","10/15/2010","Fri",0,62
"15650","10/15/2010","Fri",1,66
"15651","10/15/2010","Fri",2,62
"15652","10/15/2010","Fri",3,66
"15653","10/15/2010","Fri",4,63
"15654","10/15/2010","Fri",5,61
"15655","10/15/2010","Fri",6,67
"15656","10/15/2010","Fri",7,74
"15657","10/15/2010","Fri",8,74
"15658","10/15/2010","Fri",9,73
"15659","10/15/2010","Fri",10,73
"15660","10/15/2010","Fri",11,83
"15661","10/15/2010","Fri",12,74
"15662","10/15/2010","Fri",13,65
"15663","10/15/2010","Fri",14,67
"15664","10/15/2010","Fri",15,71
"15665","10/15/2010","Fri",16,61
"15666","10/15/2010","Fri",17,60
"15667","10/15/2010","Fri",18,67
"15668","10/15/2010","Fri",19,66
"15669","10/15/2010","Fri",20,62
"15670","10/15/2010","Fri",21,56
"15671","10/15/2010","Fri",22,53
"15672","10/15/2010","Fri",23,56
"15673","10/16/2010","Sat",0,46
"15674","10/16/2010","Sat",1,49
"15675","10/16/2010","Sat",2,48
"15676","10/16/2010","Sat",3,42
"15677","10/16/2010","Sat",4,51
"15678","10/16/2010","Sat",5,56
"15679","10/16/2010","Sat",6,56
"15680","10/16/2010","Sat",7,57
"15681","10/16/2010","Sat",8,60
"15682","10/16/2010","Sat",9,60
"15683","10/16/2010","Sat",10,71
"15684","10/16/2010","Sat",11,72
"15685","10/16/2010","Sat",12,69
"15686","10/16/2010","Sat",13,57
"15687","10/16/2010","Sat",14,55
"15688","10/16/2010","Sat",15,63
"15689","10/16/2010","Sat",16,57
"15690","10/16/2010","Sat",17,53
"15691","10/16/2010","Sat",18,58
"15692","10/16/2010","Sat",19,65
"15693","10/16/2010","Sat",20,59
"15694","10/16/2010","Sat",21,57
"15695","10/16/2010","Sat",22,54
"15696","10/16/2010","Sat",23,57
"15697","10/17/2010","Sun",0,60
"15698","10/17/2010","Sun",1,58
"15699","10/17/2010","Sun",2,60
"15700","10/17/2010","Sun",3,54
"15701","10/17/2010","Sun",4,57
"15702","10/17/2010","Sun",5,58
"15703","10/17/2010","Sun",6,57
"15704","10/17/2010","Sun",7,59
"15705","10/17/2010","Sun",8,56
"15706","10/17/2010","Sun",9,62
"15707","10/17/2010","Sun",10,65
"15708","10/17/2010","Sun",11,75
"15709","10/17/2010","Sun",12,66
"15710","10/17/2010","Sun",13,66
"15711","10/17/2010","Sun",14,64
"15712","10/17/2010","Sun",15,71
"15713","10/17/2010","Sun",16,64
"15714","10/17/2010","Sun",17,67
"15715","10/17/2010","Sun",18,63
"15716","10/17/2010","Sun",19,63
"15717","10/17/2010","Sun",20,57
"15718","10/17/2010","Sun",21,56
"15719","10/17/2010","Sun",22,52
"15720","10/17/2010","Sun",23,55
"15721","10/18/2010","Mon",0,63
"15722","10/18/2010","Mon",1,68
"15723","10/18/2010","Mon",2,65
"15724","10/18/2010","Mon",3,71
"15725","10/18/2010","Mon",4,64
"15726","10/18/2010","Mon",5,69
"15727","10/18/2010","Mon",6,74
"15728","10/18/2010","Mon",7,75
"15729","10/18/2010","Mon",8,76
"15730","10/18/2010","Mon",9,80
"15731","10/18/2010","Mon",10,85
"15732","10/18/2010","Mon",11,92
"15733","10/18/2010","Mon",12,88
"15734","10/18/2010","Mon",13,84
"15735","10/18/2010","Mon",14,86
"15736","10/18/2010","Mon",15,84
"15737","10/18/2010","Mon",16,81
"15738","10/18/2010","Mon",17,81
"15739","10/18/2010","Mon",18,87
"15740","10/18/2010","Mon",19,90
"15741","10/18/2010","Mon",20,89
"15742","10/18/2010","Mon",21,78
"15743","10/18/2010","Mon",22,79
"15744","10/18/2010","Mon",23,75
"15745","10/19/2010","Tue",0,76
"15746","10/19/2010","Tue",1,77
"15747","10/19/2010","Tue",2,77
"15748","10/19/2010","Tue",3,75
"15749","10/19/2010","Tue",4,73
"15750","10/19/2010","Tue",5,77
"15751","10/19/2010","Tue",6,81
"15752","10/19/2010","Tue",7,79
"15753","10/19/2010","Tue",8,81
"15754","10/19/2010","Tue",9,87
"15755","10/19/2010","Tue",10,100
"15756","10/19/2010","Tue",11,100
"15757","10/19/2010","Tue",12,95
"15758","10/19/2010","Tue",13,82
"15759","10/19/2010","Tue",14,78
"15760","10/19/2010","Tue",15,79
"15761","10/19/2010","Tue",16,82
"15762","10/19/2010","Tue",17,88
"15763","10/19/2010","Tue",18,88
"15764","10/19/2010","Tue",19,91
"15765","10/19/2010","Tue",20,83
"15766","10/19/2010","Tue",21,83
"15767","10/19/2010","Tue",22,77
"15768","10/19/2010","Tue",23,79
"15769","10/20/2010","Wed",0,76
"15770","10/20/2010","Wed",1,68
"15771","10/20/2010","Wed",2,70
"15772","10/20/2010","Wed",3,68
"15773","10/20/2010","Wed",4,68
"15774","10/20/2010","Wed",5,70
"15775","10/20/2010","Wed",6,71
"15776","10/20/2010","Wed",7,78
"15777","10/20/2010","Wed",8,72
"15778","10/20/2010","Wed",9,72
"15779","10/20/2010","Wed",10,78
"15780","10/20/2010","Wed",11,85
"15781","10/20/2010","Wed",12,77
"15782","10/20/2010","Wed",13,76
"15783","10/20/2010","Wed",14,72
"15784","10/20/2010","Wed",15,77
"15785","10/20/2010","Wed",16,78
"15786","10/20/2010","Wed",17,76
"15787","10/20/2010","Wed",18,81
"15788","10/20/2010","Wed",19,77
"15789","10/20/2010","Wed",20,73
"15790","10/20/2010","Wed",21,75
"15791","10/20/2010","Wed",22,66
"15792","10/20/2010","Wed",23,61
"15793","10/21/2010","Thu",0,59
"15794","10/21/2010","Thu",1,59
"15795","10/21/2010","Thu",2,62
"15796","10/21/2010","Thu",3,61
"15797","10/21/2010","Thu",4,67
"15798","10/21/2010","Thu",5,72
"15799","10/21/2010","Thu",6,74
"15800","10/21/2010","Thu",7,73
"15801","10/21/2010","Thu",8,70
"15802","10/21/2010","Thu",9,80
"15803","10/21/2010","Thu",10,87
"15804","10/21/2010","Thu",11,89
"15805","10/21/2010","Thu",12,75
"15806","10/21/2010","Thu",13,77
"15807","10/21/2010","Thu",14,79
"15808","10/21/2010","Thu",15,79
"15809","10/21/2010","Thu",16,67
"15810","10/21/2010","Thu",17,72
"15811","10/21/2010","Thu",18,77
"15812","10/21/2010","Thu",19,69
"15813","10/21/2010","Thu",20,71
"15814","10/21/2010","Thu",21,63
"15815","10/21/2010","Thu",22,59
"15816","10/21/2010","Thu",23,64
"15817","10/22/2010","Fri",0,59
"15818","10/22/2010","Fri",1,61
"15819","10/22/2010","Fri",2,58
"15820","10/22/2010","Fri",3,64
"15821","10/22/2010","Fri",4,56
"15822","10/22/2010","Fri",5,53
"15823","10/22/2010","Fri",6,62
"15824","10/22/2010","Fri",7,62
"15825","10/22/2010","Fri",8,67
"15826","10/22/2010","Fri",9,74
"15827","10/22/2010","Fri",10,76
"15828","10/22/2010","Fri",11,76
"15829","10/22/2010","Fri",12,68
"15830","10/22/2010","Fri",13,59
"15831","10/22/2010","Fri",14,60
"15832","10/22/2010","Fri",15,58
"15833","10/22/2010","Fri",16,53
"15834","10/22/2010","Fri",17,57
"15835","10/22/2010","Fri",18,64
"15836","10/22/2010","Fri",19,68
"15837","10/22/2010","Fri",20,58
"15838","10/22/2010","Fri",21,54
"15839","10/22/2010","Fri",22,53
"15840","10/22/2010","Fri",23,52
"15841","10/23/2010","Sat",0,47
"15842","10/23/2010","Sat",1,42
"15843","10/23/2010","Sat",2,47
"15844","10/23/2010","Sat",3,46
"15845","10/23/2010","Sat",4,43
"15846","10/23/2010","Sat",5,51
"15847","10/23/2010","Sat",6,54
"15848","10/23/2010","Sat",7,49
"15849","10/23/2010","Sat",8,52
"15850","10/23/2010","Sat",9,54
"15851","10/23/2010","Sat",10,63
"15852","10/23/2010","Sat",11,69
"15853","10/23/2010","Sat",12,66
"15854","10/23/2010","Sat",13,54
"15855","10/23/2010","Sat",14,58
"15856","10/23/2010","Sat",15,61
"15857","10/23/2010","Sat",16,54
"15858","10/23/2010","Sat",17,56
"15859","10/23/2010","Sat",18,60
"15860","10/23/2010","Sat",19,56
"15861","10/23/2010","Sat",20,53
"15862","10/23/2010","Sat",21,49
"15863","10/23/2010","Sat",22,42
"15864","10/23/2010","Sat",23,49
"15865","10/24/2010","Sun",0,58
"15866","10/24/2010","Sun",1,64
"15867","10/24/2010","Sun",2,60
"15868","10/24/2010","Sun",3,61
"15869","10/24/2010","Sun",4,57
"15870","10/24/2010","Sun",5,66
"15871","10/24/2010","Sun",6,70
"15872","10/24/2010","Sun",7,76
"15873","10/24/2010","Sun",8,76
"15874","10/24/2010","Sun",9,77
"15875","10/24/2010","Sun",10,82
"15876","10/24/2010","Sun",11,82
"15877","10/24/2010","Sun",12,78
"15878","10/24/2010","Sun",13,70
"15879","10/24/2010","Sun",14,63
"15880","10/24/2010","Sun",15,67
"15881","10/24/2010","Sun",16,65
"15882","10/24/2010","Sun",17,64
"15883","10/24/2010","Sun",18,75
"15884","10/24/2010","Sun",19,73
"15885","10/24/2010","Sun",20,71
"15886","10/24/2010","Sun",21,68
"15887","10/24/2010","Sun",22,63
"15888","10/24/2010","Sun",23,61
"15889","10/25/2010","Mon",0,67
"15890","10/25/2010","Mon",1,65
"15891","10/25/2010","Mon",2,61
"15892","10/25/2010","Mon",3,65
"15893","10/25/2010","Mon",4,63
"15894","10/25/2010","Mon",5,62
"15895","10/25/2010","Mon",6,64
"15896","10/25/2010","Mon",7,66
"15897","10/25/2010","Mon",8,73
"15898","10/25/2010","Mon",9,76
"15899","10/25/2010","Mon",10,82
"15900","10/25/2010","Mon",11,87
"15901","10/25/2010","Mon",12,76
"15902","10/25/2010","Mon",13,73
"15903","10/25/2010","Mon",14,64
"15904","10/25/2010","Mon",15,70
"15905","10/25/2010","Mon",16,66
"15906","10/25/2010","Mon",17,69
"15907","10/25/2010","Mon",18,70
"15908","10/25/2010","Mon",19,66
"15909","10/25/2010","Mon",20,64
"15910","10/25/2010","Mon",21,63
"15911","10/25/2010","Mon",22,57
"15912","10/25/2010","Mon",23,57
"15913","10/26/2010","Tue",0,66
"15914","10/26/2010","Tue",1,65
"15915","10/26/2010","Tue",2,64
"15916","10/26/2010","Tue",3,72
"15917","10/26/2010","Tue",4,74
"15918","10/26/2010","Tue",5,74
"15919","10/26/2010","Tue",6,79
"15920","10/26/2010","Tue",7,77
"15921","10/26/2010","Tue",8,72
"15922","10/26/2010","Tue",9,73
"15923","10/26/2010","Tue",10,85
"15924","10/26/2010","Tue",11,85
"15925","10/26/2010","Tue",12,81
"15926","10/26/2010","Tue",13,82
"15927","10/26/2010","Tue",14,81
"15928","10/26/2010","Tue",15,78
"15929","10/26/2010","Tue",16,81
"15930","10/26/2010","Tue",17,83
"15931","10/26/2010","Tue",18,87
"15932","10/26/2010","Tue",19,83
"15933","10/26/2010","Tue",20,76
"15934","10/26/2010","Tue",21,73
"15935","10/26/2010","Tue",22,71
"15936","10/26/2010","Tue",23,66
"15937","10/27/2010","Wed",0,62
"15938","10/27/2010","Wed",1,70
"15939","10/27/2010","Wed",2,71
"15940","10/27/2010","Wed",3,71
"15941","10/27/2010","Wed",4,67
"15942","10/27/2010","Wed",5,74
"15943","10/27/2010","Wed",6,80
"15944","10/27/2010","Wed",7,84
"15945","10/27/2010","Wed",8,78
"15946","10/27/2010","Wed",9,85
"15947","10/27/2010","Wed",10,91
"15948","10/27/2010","Wed",11,97
"15949","10/27/2010","Wed",12,89
"15950","10/27/2010","Wed",13,82
"15951","10/27/2010","Wed",14,75
"15952","10/27/2010","Wed",15,77
"15953","10/27/2010","Wed",16,67
"15954","10/27/2010","Wed",17,68
"15955","10/27/2010","Wed",18,64
"15956","10/27/2010","Wed",19,68
"15957","10/27/2010","Wed",20,63
"15958","10/27/2010","Wed",21,65
"15959","10/27/2010","Wed",22,55
"15960","10/27/2010","Wed",23,55
"15961","10/28/2010","Thu",0,54
"15962","10/28/2010","Thu",1,54
"15963","10/28/2010","Thu",2,56
"15964","10/28/2010","Thu",3,61
"15965","10/28/2010","Thu",4,63
"15966","10/28/2010","Thu",5,70
"15967","10/28/2010","Thu",6,67
"15968","10/28/2010","Thu",7,67
"15969","10/28/2010","Thu",8,64
"15970","10/28/2010","Thu",9,72
"15971","10/28/2010","Thu",10,80
"15972","10/28/2010","Thu",11,80
"15973","10/28/2010","Thu",12,75
"15974","10/28/2010","Thu",13,76
"15975","10/28/2010","Thu",14,67
"15976","10/28/2010","Thu",15,69
"15977","10/28/2010","Thu",16,61
"15978","10/28/2010","Thu",17,61
"15979","10/28/2010","Thu",18,74
"15980","10/28/2010","Thu",19,76
"15981","10/28/2010","Thu",20,65
"15982","10/28/2010","Thu",21,63
"15983","10/28/2010","Thu",22,61
"15984","10/28/2010","Thu",23,59
"15985","10/29/2010","Fri",0,57
"15986","10/29/2010","Fri",1,57
"15987","10/29/2010","Fri",2,61
"15988","10/29/2010","Fri",3,61
"15989","10/29/2010","Fri",4,58
"15990","10/29/2010","Fri",5,64
"15991","10/29/2010","Fri",6,71
"15992","10/29/2010","Fri",7,71
"15993","10/29/2010","Fri",8,70
"15994","10/29/2010","Fri",9,71
"15995","10/29/2010","Fri",10,76
"15996","10/29/2010","Fri",11,79
"15997","10/29/2010","Fri",12,78
"15998","10/29/2010","Fri",13,68
"15999","10/29/2010","Fri",14,68
"16000","10/29/2010","Fri",15,72
"16001","10/29/2010","Fri",16,74
"16002","10/29/2010","Fri",17,70
"16003","10/29/2010","Fri",18,76
"16004","10/29/2010","Fri",19,74
"16005","10/29/2010","Fri",20,64
"16006","10/29/2010","Fri",21,67
"16007","10/29/2010","Fri",22,57
"16008","10/29/2010","Fri",23,54
"16009","10/30/2010","Sat",0,47
"16010","10/30/2010","Sat",1,54
"16011","10/30/2010","Sat",2,45
"16012","10/30/2010","Sat",3,47
"16013","10/30/2010","Sat",4,50
"16014","10/30/2010","Sat",5,50
"16015","10/30/2010","Sat",6,59
"16016","10/30/2010","Sat",7,59
"16017","10/30/2010","Sat",8,64
"16018","10/30/2010","Sat",9,63
"16019","10/30/2010","Sat",10,70
"16020","10/30/2010","Sat",11,76
"16021","10/30/2010","Sat",12,67
"16022","10/30/2010","Sat",13,62
"16023","10/30/2010","Sat",14,64
"16024","10/30/2010","Sat",15,69
"16025","10/30/2010","Sat",16,57
"16026","10/30/2010","Sat",17,60
"16027","10/30/2010","Sat",18,64
"16028","10/30/2010","Sat",19,62
"16029","10/30/2010","Sat",20,60
"16030","10/30/2010","Sat",21,57
"16031","10/30/2010","Sat",22,52
"16032","10/30/2010","Sat",23,47
"16033","10/31/2010","Sun",0,53
"16034","10/31/2010","Sun",1,55
"16035","10/31/2010","Sun",2,62
"16036","10/31/2010","Sun",3,62
"16037","10/31/2010","Sun",4,62
"16038","10/31/2010","Sun",5,67
"16039","10/31/2010","Sun",6,63
"16040","10/31/2010","Sun",7,69
"16041","10/31/2010","Sun",8,69
"16042","10/31/2010","Sun",9,71
"16043","10/31/2010","Sun",10,72
"16044","10/31/2010","Sun",11,80
"16045","10/31/2010","Sun",12,70
"16046","10/31/2010","Sun",13,63
"16047","10/31/2010","Sun",14,63
"16048","10/31/2010","Sun",15,63
"16049","10/31/2010","Sun",16,61
"16050","10/31/2010","Sun",17,63
"16051","10/31/2010","Sun",18,64
"16052","10/31/2010","Sun",19,68
"16053","10/31/2010","Sun",20,67
"16054","10/31/2010","Sun",21,59
"16055","10/31/2010","Sun",22,58
"16056","10/31/2010","Sun",23,59
"16057","11/1/2010","Mon",0,61
"16058","11/1/2010","Mon",1,67
"16059","11/1/2010","Mon",2,72
"16060","11/1/2010","Mon",3,67
"16061","11/1/2010","Mon",4,71
"16062","11/1/2010","Mon",5,75
"16063","11/1/2010","Mon",6,81
"16064","11/1/2010","Mon",7,80
"16065","11/1/2010","Mon",8,80
"16066","11/1/2010","Mon",9,79
"16067","11/1/2010","Mon",10,92
"16068","11/1/2010","Mon",11,96
"16069","11/1/2010","Mon",12,86
"16070","11/1/2010","Mon",13,83
"16071","11/1/2010","Mon",14,84
"16072","11/1/2010","Mon",15,83
"16073","11/1/2010","Mon",16,81
"16074","11/1/2010","Mon",17,77
"16075","11/1/2010","Mon",18,78
"16076","11/1/2010","Mon",19,83
"16077","11/1/2010","Mon",20,75
"16078","11/1/2010","Mon",21,67
"16079","11/1/2010","Mon",22,69
"16080","11/1/2010","Mon",23,70
"16081","11/2/2010","Tue",0,77
"16082","11/2/2010","Tue",1,69
"16083","11/2/2010","Tue",2,75
"16084","11/2/2010","Tue",3,77
"16085","11/2/2010","Tue",4,75
"16086","11/2/2010","Tue",5,77
"16087","11/2/2010","Tue",6,78
"16088","11/2/2010","Tue",7,84
"16089","11/2/2010","Tue",8,89
"16090","11/2/2010","Tue",9,87
"16091","11/2/2010","Tue",10,88
"16092","11/2/2010","Tue",11,92
"16093","11/2/2010","Tue",12,88
"16094","11/2/2010","Tue",13,83
"16095","11/2/2010","Tue",14,89
"16096","11/2/2010","Tue",15,85
"16097","11/2/2010","Tue",16,84
"16098","11/2/2010","Tue",17,84
"16099","11/2/2010","Tue",18,90
"16100","11/2/2010","Tue",19,89
"16101","11/2/2010","Tue",20,86
"16102","11/2/2010","Tue",21,82
"16103","11/2/2010","Tue",22,71
"16104","11/2/2010","Tue",23,70
"16105","11/3/2010","Wed",0,62
"16106","11/3/2010","Wed",1,64
"16107","11/3/2010","Wed",2,67
"16108","11/3/2010","Wed",3,71
"16109","11/3/2010","Wed",4,74
"16110","11/3/2010","Wed",5,71
"16111","11/3/2010","Wed",6,77
"16112","11/3/2010","Wed",7,72
"16113","11/3/2010","Wed",8,78
"16114","11/3/2010","Wed",9,79
"16115","11/3/2010","Wed",10,79
"16116","11/3/2010","Wed",11,84
"16117","11/3/2010","Wed",12,78
"16118","11/3/2010","Wed",13,79
"16119","11/3/2010","Wed",14,75
"16120","11/3/2010","Wed",15,80
"16121","11/3/2010","Wed",16,70
"16122","11/3/2010","Wed",17,77
"16123","11/3/2010","Wed",18,76
"16124","11/3/2010","Wed",19,78
"16125","11/3/2010","Wed",20,72
"16126","11/3/2010","Wed",21,71
"16127","11/3/2010","Wed",22,62
"16128","11/3/2010","Wed",23,62
"16129","11/4/2010","Thu",0,59
"16130","11/4/2010","Thu",1,58
"16131","11/4/2010","Thu",2,67
"16132","11/4/2010","Thu",3,65
"16133","11/4/2010","Thu",4,67
"16134","11/4/2010","Thu",5,72
"16135","11/4/2010","Thu",6,75
"16136","11/4/2010","Thu",7,81
"16137","11/4/2010","Thu",8,82
"16138","11/4/2010","Thu",9,81
"16139","11/4/2010","Thu",10,87
"16140","11/4/2010","Thu",11,84
"16141","11/4/2010","Thu",12,81
"16142","11/4/2010","Thu",13,80
"16143","11/4/2010","Thu",14,81
"16144","11/4/2010","Thu",15,74
"16145","11/4/2010","Thu",16,73
"16146","11/4/2010","Thu",17,76
"16147","11/4/2010","Thu",18,82
"16148","11/4/2010","Thu",19,74
"16149","11/4/2010","Thu",20,72
"16150","11/4/2010","Thu",21,72
"16151","11/4/2010","Thu",22,71
"16152","11/4/2010","Thu",23,62
"16153","11/5/2010","Fri",0,64
"16154","11/5/2010","Fri",1,69
"16155","11/5/2010","Fri",2,73
"16156","11/5/2010","Fri",3,74
"16157","11/5/2010","Fri",4,72
"16158","11/5/2010","Fri",5,76
"16159","11/5/2010","Fri",6,74
"16160","11/5/2010","Fri",7,73
"16161","11/5/2010","Fri",8,72
"16162","11/5/2010","Fri",9,69
"16163","11/5/2010","Fri",10,75
"16164","11/5/2010","Fri",11,75
"16165","11/5/2010","Fri",12,72
"16166","11/5/2010","Fri",13,63
"16167","11/5/2010","Fri",14,63
"16168","11/5/2010","Fri",15,67
"16169","11/5/2010","Fri",16,61
"16170","11/5/2010","Fri",17,56
"16171","11/5/2010","Fri",18,67
"16172","11/5/2010","Fri",19,65
"16173","11/5/2010","Fri",20,63
"16174","11/5/2010","Fri",21,62
"16175","11/5/2010","Fri",22,62
"16176","11/5/2010","Fri",23,57
"16177","11/6/2010","Sat",0,46
"16178","11/6/2010","Sat",1,47
"16179","11/6/2010","Sat",2,50
"16180","11/6/2010","Sat",3,52
"16181","11/6/2010","Sat",4,56
"16182","11/6/2010","Sat",5,54
"16183","11/6/2010","Sat",6,58
"16184","11/6/2010","Sat",7,67
"16185","11/6/2010","Sat",8,72
"16186","11/6/2010","Sat",9,76
"16187","11/6/2010","Sat",10,79
"16188","11/6/2010","Sat",11,80
"16189","11/6/2010","Sat",12,75
"16190","11/6/2010","Sat",13,67
